11-4번,,-577.070 ,-954.899 ,-30.000 ,0.000 ,0.000 ,-118.149 ,-579.212 ,-963.538 ,472.500 ,0.000 ,0.000 ,-120.583 ,-582.533 ,-969.158 ,966.138 ,0.000 ,-2.234 ,-120.583 
11-5번,,-675.298 ,-972.408 ,-30.000 ,0.000 ,0.000 ,-124.372 ,-671.494 ,-976.813 ,472.500 ,0.000 ,0.000 ,-124.099 ,-679.029 ,-987.942 ,968.796 ,0.000 ,-2.234 ,-124.099 
11-6번,,-654.405 ,-941.860 ,-30.000 ,0.000 ,0.000 ,-1424.372 ,-656.743 ,-955.029 ,472.500 ,0.000 ,0.000 ,-124.099 ,-662.048 ,-962.865 ,967.612 ,0.000 ,-2.234 ,-124.099 
11-7번,,-640.864 ,-922.060 ,-30.000 ,0.000 ,0.000 ,-124.372 ,-640.318 ,-930.772 ,472.500 ,0.000 ,0.000 ,-124.099 ,-642.148 ,-933.475 ,966.226 ,0.000 ,-2.234 ,-124.099 
11-2번 센서,,-482.865 ,-899.553 ,-60.000 ,0.000 ,0.000 ,-118.149 ,-482.865 ,-899.553 ,434.000 ,0.000 ,0.000 ,-118.149 ,-482.865 ,-899.553 ,931.331 ,0.000 ,-2.238 ,-118.149 
12-1번,,-733.487 ,-937.099 ,-30.000 ,0.000 ,0.000 ,-127.646 ,-725.395 ,-926.610 ,472.500 ,0.000 ,0.000 ,-127.646 ,-733.487 ,-937.099 ,968.453 ,0.000 ,-2.234 ,-127.646 
12-2번,,-730.268 ,-923.773 ,-30.000 ,0.000 ,0.000 ,-127.917 ,-715.529 ,-913.821 ,472.500 ,0.000 ,0.000 ,-127.646 ,-719.466 ,-918.925 ,967.556 ,0.000 ,-2.234 ,-127.646 
12-3번,,-718.243 ,-908.336 ,-30.000 ,0.000 ,0.000 ,-127.917 ,-706.030 ,-901.509 ,472.500 ,0.000 ,0.000 ,-127.646 ,-707.538 ,-903.464 ,966.793 ,0.000 ,-2.234 ,-127.646 
12-1번 센서,,-540.059 ,-866.424 ,-60.000 ,0.000 ,0.000 ,-121.859 ,-540.059 ,-866.424 ,434.000 ,0.000 ,0.000 ,-121.859 ,-540.059 ,-866.424 ,931.331 ,0.000 ,-2.238 ,-121.859 
12-4번,,-692.070 ,-874.738 ,-30.000 ,0.000 ,0.000 ,-127.917 ,-693.324 ,-885.038 ,472.500 ,0.000 ,0.000 ,-127.646 ,-695.317 ,-887.622 ,966.011 ,0.000 ,-2.234 ,-127.646 
12-5번,,-799.608 ,-883.646 ,-30.000 ,0.000 ,0.000 ,-131.741 ,-788.936 ,-886.751 ,472.500 ,0.000 ,0.000 ,-131.252 ,-796.911 ,-895.846 ,968.803 ,0.000 ,-2.234 ,-131.252 
12-6번,,-773.499 ,-854.358 ,-30.000 ,0.000 ,0.000 ,-131.740 ,-770.844 ,-866.126 ,472.500 ,0.000 ,0.000 ,-131.253 ,-778.187 ,-874.498 ,967.694 ,0.000 ,-2.234 ,-131.253 
12-7번,,-759.349 ,-838.526 ,-30.000 ,0.000 ,0.000 ,-131.740 ,-750.335 ,-842.741 ,472.500 ,0.000 ,0.000 ,-131.253 ,-754.782 ,-847.814 ,966.308 ,0.000 ,-2.234 ,-131.253 
12-2번 센서,,-591.480 ,-832.169 ,-60.000 ,0.000 ,0.000 ,-125.327 ,-591.480 ,-832.169 ,434.000 ,0.000 ,0.000 ,-125.327 ,-591.480 ,-832.169 ,931.331 ,0.000 ,-2.238 ,-125.327 
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
